,date_crawled,name,price,ab_test,vehicle_type,registration_year,gear_box,power_ps,model,odometer_km,registration_month,fuel_type,brand,unrepaired_damage,ad_created,postal_code,last_seen,odometer_km_group
16519,2016-12-03 17:55:00,Verkaufe_meine_gepflegten_Twingo,750.0,test,kleinwagen,1999.0,Manual,58.0,twingo,150000,3.0,petrol,renault,No,2016-12-03,67466.0,2016-03-16 22:15:00,"150,000 Km"
16520,2016-07-03 13:38:00,BMW_530_xdrive,8700.0,control,kombi,2006.0,Automatic,0.0,5er,150000,4.0,diesel,bmw,No,2016-07-03,80935.0,2016-04-04 01:45:00,"150,000 Km"
16521,2016-02-04 20:48:00,Volkswagen_Touran_1.9_TDI_DPF_Highline_7_Sitze,3550.0,test,bus,2007.0,Manual,105.0,touran,150000,9.0,diesel,volkswagen,No,2016-02-04,68165.0,2016-02-04 20:48:00,"150,000 Km"
16522,2016-03-21 12:36:00,Skoda_Octavia_1.6,999.0,control,limousine,1997.0,Manual,75.0,octavia,150000,10.0,petrol,skoda,No,2016-03-21,12623.0,2016-06-04 06:44:00,"150,000 Km"
16523,2016-03-31 13:45:00,Ford_Fiesta_1.3,1150.0,control,kleinwagen,2001.0,Manual,0.0,fiesta,150000,0.0,petrol,ford,No,2016-03-31,48153.0,2016-03-31 13:45:00,"150,000 Km"
16524,2016-12-03 23:57:00,VW_Polo_6N_Tuning_mit_TÜV,1200.0,control,kleinwagen,1997.0,Manual,101.0,polo,150000,1.0,petrol,volkswagen,No,2016-12-03,14478.0,2016-06-04 13:46:00,"150,000 Km"
16525,2016-01-04 12:58:00,Mercedes_Benz_W210_e220_cdi,850.0,test,kombi,1999.0,Automatic,125.0,e_klasse,150000,7.0,diesel,mercedes_benz,UnKnown,2016-01-04,26629.0,2016-07-04 09:44:00,"150,000 Km"
16528,2016-03-16 12:52:00,Opel_Corsa_1.2_16V_Selection_Comfort,1500.0,test,kleinwagen,2002.0,Automatic,75.0,corsa,150000,3.0,petrol,opel,No,2016-03-16,41569.0,2016-03-25 09:44:00,"150,000 Km"
16529,2016-05-04 11:36:00,Mercedes_Benz,1250.0,test,UnKnown,2016.0,Manual,136.0,clk,150000,11.0,petrol,mercedes_benz,No,2016-05-04,29229.0,2016-05-04 12:40:00,"150,000 Km"
16530,2016-04-04 16:53:00,renault_clio_1.2__TÜV_BIS_12/2016,1000.0,test,kleinwagen,2001.0,Manual,58.0,clio,5000,0.0,petrol,renault,No,2016-04-04,21337.0,2016-06-04 18:46:00,"50,000 Km"
16531,2016-10-03 17:53:00,Seat_Toledo_TÜV_NEU,2690.0,control,UnKnown,2000.0,Manual,100.0,toledo,150000,0.0,unknown,seat,UnKnown,2016-10-03,67307.0,2016-03-17 04:18:00,"150,000 Km"
16532,2016-03-04 09:36:00,Renault_Megane_2__Diesel_TÜV_bis_01/2018,2600.0,control,kleinwagen,2004.0,Manual,130.0,megane,150000,9.0,diesel,renault,No,2016-03-04,95445.0,2016-07-04 10:16:00,"150,000 Km"
16533,2016-03-25 17:44:00,Suzuki_Swift_1.2_Comfort,8490.0,test,kleinwagen,2014.0,Manual,94.0,swift,20000,6.0,petrol,suzuki,No,2016-03-25,33335.0,2016-03-30 08:18:00,"50,000 Km"
16534,2016-03-19 16:47:00,BMW_330xi_Individual_Sondermodel,15500.0,test,limousine,2002.0,Automatic,231.0,3er,100000,1.0,petrol,bmw,No,2016-03-19,93059.0,2016-07-04 02:44:00,"100,000 Km"
16535,2016-05-03 19:55:00,Audi_a4_Cabrio_3.0_Liter,7999.0,test,cabrio,2003.0,Automatic,220.0,a4,150000,8.0,petrol,audi,No,2016-05-03,1662.0,2016-05-04 19:16:00,"150,000 Km"
16536,2016-04-04 22:44:00,BMW_316ti_Compact,2250.0,test,coupe,2002.0,Manual,116.0,3er,150000,3.0,petrol,bmw,UnKnown,2016-04-04,72250.0,2016-07-04 01:16:00,"150,000 Km"
16537,2016-03-15 07:59:00,ich_verkauf_das_auto,1200.0,test,kleinwagen,1995.0,Manual,75.0,golf,5000,11.0,petrol,volkswagen,Yes,2016-03-15,36304.0,2016-05-04 17:22:00,"50,000 Km"
16538,2016-03-24 12:57:00,BMW_525d_Touring_Aut._Leder_Sportsitze_Pano_AHK,7500.0,test,kombi,2004.0,Automatic,177.0,5er,150000,9.0,diesel,bmw,No,2016-03-24,36355.0,2016-07-04 04:45:00,"150,000 Km"
16539,2016-03-14 15:52:00,BMW_323i_Vollausstattung,4450.0,control,cabrio,1996.0,Manual,170.0,3er,150000,3.0,petrol,bmw,No,2016-03-14,90552.0,2016-05-04 19:44:00,"150,000 Km"
16540,2016-03-24 21:57:00,Raten_kauf,1000.0,test,kombi,1998.0,UnKnown,75.0,UnKnown,20000,0.0,unknown,sonstige_autos,UnKnown,2016-03-24,38820.0,2016-03-24 23:44:00,"50,000 Km"
16541,2016-12-03 02:57:00,Mercedes_Benz_A_140,1001.0,control,limousine,1998.0,Manual,82.0,a_klasse,150000,12.0,petrol,mercedes_benz,No,2016-12-03,36280.0,2016-05-04 20:19:00,"150,000 Km"
16542,2016-03-23 15:52:00,Super_Auto,999.0,test,kleinwagen,2005.0,Manual,0.0,seicento,150000,0.0,petrol,fiat,UnKnown,2016-03-23,59581.0,2016-03-23 15:52:00,"150,000 Km"
16543,2016-03-28 02:36:00,Volkswagen_Golf_1.6,2600.0,test,limousine,1999.0,Manual,101.0,golf,150000,10.0,petrol,volkswagen,No,2016-03-28,67547.0,2016-06-04 10:45:00,"150,000 Km"
16544,2016-11-03 19:57:00,BMW_318IS_BASTLERFAHRZEUG,500.0,test,coupe,1992.0,Manual,140.0,3er,150000,0.0,petrol,bmw,Yes,2016-11-03,35327.0,2016-04-04 00:44:00,"150,000 Km"
16545,2016-01-04 14:38:00,BMW_320d_xDrive_DPF_Touring_Edition_Sport,14499.0,test,kombi,2012.0,Manual,184.0,3er,150000,2.0,diesel,bmw,No,2016-01-04,88167.0,2016-07-04 11:17:00,"150,000 Km"
16546,2016-03-25 16:56:00,Volkswagen_Golf_2.0_TDI_140PS_6.Gang_Panorama_Dach,5400.0,control,kombi,2007.0,Manual,140.0,golf,150000,7.0,diesel,volkswagen,UnKnown,2016-03-25,37154.0,2016-03-25 16:56:00,"150,000 Km"
16547,2016-03-23 16:49:00,Volkswagen_Polo_75_Servo_Harlekin,650.0,test,kleinwagen,1996.0,Manual,75.0,polo,150000,4.0,petrol,volkswagen,No,2016-03-23,23936.0,2016-05-04 20:46:00,"150,000 Km"
16548,2016-08-03 11:57:00,Mercedes_Benz_W211_E220_CDI,5950.0,control,limousine,2003.0,Manual,150.0,e_klasse,150000,1.0,diesel,mercedes_benz,No,2016-08-03,69469.0,2016-07-04 10:46:00,"150,000 Km"
16549,2016-03-25 21:47:00,Golf_3_Tuning_1.4_AEX_60_PS_tieferlegung,600.0,test,kleinwagen,1997.0,Manual,60.0,golf,150000,0.0,petrol,volkswagen,No,2016-03-25,40878.0,2016-07-04 04:44:00,"150,000 Km"
16550,2016-03-31 14:54:00,Mitsubishi_Colt_1.3_Invite,5200.0,control,limousine,2008.0,Manual,95.0,colt,70000,2.0,petrol,mitsubishi,No,2016-03-31,47647.0,2016-03-31 15:44:00,"100,000 Km"
16551,2016-03-25 21:54:00,Mazda_3_1.6_CD_DPF,3690.0,test,limousine,2007.0,Manual,109.0,3_reihe,150000,2.0,diesel,mazda,No,2016-03-25,45147.0,2016-07-04 07:44:00,"150,000 Km"
16552,2016-03-16 14:50:00,Verkaufe_Opel_Omega_B,1600.0,test,limousine,2000.0,Manual,144.0,omega,150000,5.0,petrol,opel,No,2016-03-16,91522.0,2016-06-04 14:47:00,"150,000 Km"
16553,2016-04-04 06:58:00,Top_Bmw_116i_1er_m_Paket_TÜV_03.2018_2._Hand,7199.0,test,limousine,2007.0,Manual,116.0,1er,90000,1.0,petrol,bmw,No,2016-03-29,89081.0,2016-05-04 11:45:00,"100,000 Km"
16554,2016-03-24 18:39:00,Citroën_C5_HDi_135_Automatik_Exclusive/_2._Hand,5200.0,test,limousine,2007.0,Automatic,136.0,c5,150000,5.0,diesel,citroen,No,2016-03-24,33659.0,2016-07-04 12:16:00,"150,000 Km"
16555,2016-03-20 12:48:00,Hier_steht_ein_schoener_Audi_A4_zu_verkaufen,5700.0,test,kombi,2003.0,Automatic,131.0,a4,150000,11.0,diesel,audi,No,2016-03-20,63679.0,2016-06-04 12:45:00,"150,000 Km"
16556,2016-03-14 04:56:00,Saab_9_3_1.8_t_Cabrio_Linear,7600.0,control,cabrio,2005.0,Manual,150.0,andere,150000,8.0,petrol,saab,No,2016-03-13,64823.0,2016-03-15 02:44:00,"150,000 Km"
16557,2016-04-04 12:55:00,Opel_Corsa_B_City_Eco_3tr._TÜV_bis_09/2016_Blau_Festpreis!!!!!!!!,500.0,control,kleinwagen,1999.0,Manual,54.0,corsa,150000,12.0,petrol,opel,UnKnown,2016-04-04,35075.0,2016-05-04 12:15:00,"150,000 Km"
16558,2016-02-04 13:52:00,Chrysler_Sebring,6500.0,test,cabrio,2007.0,Manual,141.0,andere,90000,9.0,petrol,chrysler,No,2016-02-04,10439.0,2016-06-04 12:46:00,"100,000 Km"
16559,2016-03-15 15:25:00,Fiat_Multipla_100_16V,550.0,test,bus,2000.0,Manual,103.0,andere,150000,5.0,petrol,fiat,No,2016-03-15,57612.0,2016-03-15 15:39:00,"150,000 Km"
16560,2016-03-04 17:48:00,Seat_Arosa_1.0_Free_&_Easy,1500.0,test,kleinwagen,1999.0,Manual,50.0,arosa,125000,10.0,petrol,seat,No,2016-03-04,22453.0,2016-05-04 18:17:00,"150,000 Km"
16561,2016-12-03 14:41:00,Peugeot_206+_aus_1.Hand_/_TOP_gepflegt_/_3_tuerig,3850.0,test,kleinwagen,2009.0,Manual,75.0,2_reihe,70000,10.0,petrol,peugeot,No,2016-12-03,14089.0,2016-06-04 23:17:00,"100,000 Km"
16562,2016-08-03 21:52:00,Golf_5_Scheckheft_gepflegt!!_57000_km,5250.0,control,coupe,2004.0,Manual,75.0,golf,60000,3.0,petrol,volkswagen,UnKnown,2016-08-03,60433.0,2016-06-04 00:45:00,"100,000 Km"
16563,2016-03-18 15:47:00,Opel_Astra_2.0_DTI_16_V_Caravan_Selection,1500.0,control,kombi,2001.0,Manual,101.0,astra,150000,8.0,diesel,opel,No,2016-03-18,90610.0,2016-03-20 05:18:00,"150,000 Km"
16564,2016-09-03 12:50:00,MINI_Cooper,14950.0,control,kleinwagen,2012.0,Manual,122.0,cooper,50000,3.0,petrol,mini,No,2016-09-03,66287.0,2016-05-04 23:45:00,"50,000 Km"
16565,2016-09-03 23:25:00,Peugeot_RCZ_1.6_155_THP_Onyx,17999.0,test,coupe,2013.0,Manual,156.0,andere,30000,1.0,petrol,peugeot,No,2016-09-03,65934.0,2016-03-15 13:48:00,"50,000 Km"
16566,2016-06-03 14:37:00,BMW_Modern_Line__Navi_Prof__HeadUp__Komf.zug.,24900.0,control,limousine,2012.0,Automatic,184.0,3er,60000,6.0,diesel,bmw,No,2016-06-03,40474.0,2016-06-04 10:46:00,"100,000 Km"
16568,2016-06-03 16:37:00,VW_up!___Bremse_&_Service_neu___59.000km___Langstreckenfahrzeug,5750.0,test,kleinwagen,2013.0,Manual,60.0,UnKnown,60000,10.0,petrol,volkswagen,No,2016-06-03,22927.0,2016-11-03 23:16:00,"100,000 Km"
16569,2016-03-29 18:52:00,Audi_A5_3.0TDI_DPF_quattro_S_tronic_SPORT_COMPETITION,46000.0,control,coupe,2013.0,Automatic,245.0,a5,40000,12.0,diesel,audi,No,2016-03-29,2977.0,2016-06-04 04:45:00,"50,000 Km"
16570,2016-05-03 16:54:00,BMW_1600_2_1968__rot_Oldtimer,12000.0,control,limousine,1968.0,Manual,70.0,andere,150000,6.0,petrol,bmw,UnKnown,2016-05-03,42697.0,2016-03-24 19:44:00,"150,000 Km"
16571,2016-10-03 23:55:00,Volkswagen_Touran_1.9_TDI_DPF_Navi_PDC_Tempomat_AHK_TÜV_Neu,8999.0,test,bus,2007.0,Manual,105.0,touran,90000,2.0,diesel,volkswagen,No,2016-10-03,26689.0,2016-03-17 09:16:00,"100,000 Km"
16572,2016-03-26 16:38:00,Opel_Corsa_Swing,500.0,control,kleinwagen,1997.0,Manual,60.0,corsa,100000,3.0,petrol,opel,No,2016-03-26,54292.0,2016-03-29 18:47:00,"100,000 Km"
16573,2016-03-18 06:18:00,Opel_Corsa_1.2_16v_mit_klima,1399.0,test,kleinwagen,2002.0,Manual,0.0,corsa,150000,11.0,petrol,opel,No,2016-03-17,57520.0,2016-03-21 07:18:00,"150,000 Km"
16574,2016-03-28 12:56:00,Toyota_Yaris_1.3,1999.0,test,kleinwagen,2004.0,Manual,87.0,yaris,150000,5.0,petrol,toyota,No,2016-03-28,41849.0,2016-02-04 16:48:00,"150,000 Km"
16575,2016-03-14 11:50:00,Mercedes_Benz_E320_CDI___SEHR_GEPFLEGT___erst_145Tkm___Scheckheft,9999.0,control,limousine,2003.0,Automatic,0.0,e_klasse,150000,9.0,diesel,mercedes_benz,No,2016-03-14,35713.0,2016-03-21 21:47:00,"150,000 Km"
16576,2016-03-29 21:38:00,Ford_Focus_1.6_DAW__Sport_Edition__Top_gepflegt,2700.0,test,limousine,2004.0,Manual,101.0,focus,150000,2.0,petrol,ford,No,2016-03-29,91056.0,2016-03-31 15:16:00,"150,000 Km"
16577,2016-09-03 14:56:00,Audi_80_b4_guenstig_mit_Rest_TÜV_bis_August_2016,700.0,test,limousine,1993.0,Manual,116.0,80,150000,5.0,petrol,audi,UnKnown,2016-09-03,21035.0,2016-03-15 00:15:00,"150,000 Km"
16578,2016-05-03 15:56:00,Peugeot_207_95_VTi_Premium_TÜV_Neu,6490.0,control,kleinwagen,2011.0,Manual,95.0,2_reihe,60000,3.0,petrol,peugeot,No,2016-05-03,94169.0,2016-03-21 06:15:00,"100,000 Km"
16579,2016-10-03 19:53:00,Audi_a4_zu_verkaufen,500.0,control,limousine,1996.0,Manual,125.0,a4,150000,6.0,petrol,audi,Yes,2016-10-03,27570.0,2016-03-20 08:50:00,"150,000 Km"
16580,2016-03-18 12:37:00,Subaru_Subaru_Impreza_Gl_AWD,700.0,control,kombi,2000.0,Manual,125.0,impreza,150000,9.0,petrol,subaru,Yes,2016-03-18,39126.0,2016-05-04 22:16:00,"150,000 Km"
16581,2016-03-29 15:57:00,Chevrolet_Matiz_0.8_S,1599.0,control,kleinwagen,2009.0,Manual,52.0,matiz,80000,5.0,petrol,chevrolet,No,2016-03-29,20357.0,2016-06-04 02:15:00,"100,000 Km"
16582,2016-07-03 21:44:00,Seat_Leon_2.0_TDI_DPF,4100.0,control,limousine,2007.0,Manual,140.0,leon,150000,8.0,diesel,seat,No,2016-07-03,59368.0,2016-08-03 14:21:00,"150,000 Km"
16583,2016-02-04 10:44:00,Mazda_MX_5_1.6i_16V,1720.0,test,cabrio,1998.0,Manual,110.0,5_reihe,150000,7.0,petrol,mazda,No,2016-02-04,34414.0,2016-06-04 08:15:00,"150,000 Km"
16584,2016-03-27 22:54:00,Ente_/_Kastenente_/_Dyane_/_Oldtimer,7000.0,test,UnKnown,1985.0,UnKnown,0.0,UnKnown,70000,0.0,unknown,citroen,UnKnown,2016-03-27,15868.0,2016-06-04 06:17:00,"100,000 Km"
16585,2016-07-03 20:50:00,Volkswagen_Golf_Variant_1.4_Ocean,2750.0,test,kombi,2003.0,Manual,75.0,golf,150000,7.0,petrol,volkswagen,No,2016-07-03,49596.0,2016-05-04 17:45:00,"150,000 Km"
16586,2016-07-03 16:39:00,Mazda_6_Sport_Kombi_2.0_Comfort,3150.0,control,kombi,2005.0,Manual,141.0,6_reihe,150000,4.0,petrol,mazda,No,2016-07-03,1705.0,2016-03-16 04:17:00,"150,000 Km"
16587,2016-03-21 20:50:00,Opel_Calibra,999.0,control,coupe,1991.0,Manual,116.0,calibra,150000,10.0,petrol,opel,No,2016-03-21,47803.0,2016-07-04 00:44:00,"150,000 Km"
16588,2016-03-15 22:48:00,Volkswagen_Golf_2.0_4Motion_Highline,3500.0,control,limousine,2002.0,Manual,116.0,golf,150000,6.0,petrol,volkswagen,No,2016-03-15,50969.0,2016-07-04 09:45:00,"150,000 Km"
16589,2016-10-03 01:00:00,Daihatsu_Sirion_1.0_Schwarz_1._Hand_8fach_bereift,3750.0,control,kleinwagen,2007.0,Manual,69.0,sirion,80000,3.0,petrol,daihatsu,No,2016-10-03,90443.0,2016-05-04 19:18:00,"100,000 Km"
16590,2016-12-03 18:59:00,Mitsubishi_Colt_Tuev_2_Jahre,1000.0,test,kleinwagen,1999.0,Manual,75.0,colt,150000,9.0,petrol,mitsubishi,No,2016-12-03,27753.0,2016-03-16 23:47:00,"150,000 Km"
16591,2016-08-03 20:46:00,KIA_CARNIVAL__Gruene_Plakette__7_Sitze_NEUE_TUV,2500.0,control,bus,2006.0,Automatic,144.0,carnival,150000,9.0,diesel,kia,UnKnown,2016-08-03,67749.0,2016-01-04 21:46:00,"150,000 Km"
16592,2016-07-03 15:56:00,Land_Rover_Freelander_Td4_!!_KLIMA!!,999.0,control,suv,2000.0,Manual,111.0,freelander,150000,11.0,diesel,land_rover,Yes,2016-07-03,24109.0,2016-03-22 05:47:00,"150,000 Km"
16593,2016-03-18 10:43:00,Peugeot_307_SW_kombi,1150.0,control,kombi,2002.0,Manual,136.0,3_reihe,150000,8.0,petrol,peugeot,No,2016-03-18,71696.0,2016-03-20 05:15:00,"150,000 Km"
16594,2016-02-04 22:36:00,Polo_6n2_1.4l,1199.0,test,kleinwagen,2001.0,Manual,75.0,polo,150000,8.0,petrol,volkswagen,No,2016-02-04,33178.0,2016-05-04 11:46:00,"150,000 Km"
16595,2016-03-14 21:54:00,Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_DSG_Sport_&_Style,22000.0,test,suv,2012.0,Automatic,140.0,tiguan,100000,11.0,diesel,volkswagen,No,2016-03-14,89233.0,2016-06-04 16:18:00,"100,000 Km"
16596,2016-01-04 18:44:00,Volkswagen_Golf_1.6__TÜV/AU_NEU,1499.0,control,limousine,1998.0,Manual,101.0,golf,150000,1.0,petrol,volkswagen,No,2016-01-04,22309.0,2016-03-04 15:17:00,"150,000 Km"
16597,2016-03-17 15:52:00,Audi_TT_8N_225_PS_1.8T,7000.0,test,coupe,2003.0,Manual,225.0,tt,150000,8.0,petrol,audi,UnKnown,2016-03-17,42719.0,2016-07-04 00:15:00,"150,000 Km"
16598,2016-03-26 22:56:00,VW_Golf_V_1.9_TDI_Schiebedach__2_Hand__AHK_Alufelgen,5200.0,test,limousine,2006.0,Manual,90.0,golf,150000,5.0,diesel,volkswagen,UnKnown,2016-03-26,49661.0,2016-03-30 11:17:00,"150,000 Km"
16599,2016-03-29 12:49:00,"Volkswagen_Golf_1.2_TSI_BlueMotion_Technology_Klima_Pdc_18""",12900.0,test,limousine,2015.0,Manual,86.0,golf,20000,6.0,petrol,volkswagen,No,2016-03-29,45888.0,2016-05-04 22:16:00,"50,000 Km"
16600,2016-06-03 00:56:00,Ford_Focus_1_8_TDCI_2._Hand,1600.0,control,limousine,2004.0,Automatic,101.0,focus,150000,1.0,diesel,ford,No,2016-05-03,66333.0,2016-01-04 22:48:00,"150,000 Km"
16601,2016-03-31 21:51:00,MINI_Mini_One,3700.0,test,kleinwagen,2001.0,Manual,90.0,one,150000,6.0,petrol,mini,No,2016-03-31,49406.0,2016-06-04 17:44:00,"150,000 Km"
16602,2016-03-23 19:48:00,Vw_Passat_2.0_TDI,4900.0,control,kombi,2005.0,Automatic,140.0,passat,150000,11.0,diesel,volkswagen,UnKnown,2016-03-23,45888.0,2016-03-26 13:17:00,"150,000 Km"
16603,2016-04-04 17:54:00,Mercedes_Benz_220_TE,1300.0,test,kombi,1992.0,Automatic,150.0,andere,150000,11.0,petrol,mercedes_benz,No,2016-04-04,81543.0,2016-06-04 19:48:00,"150,000 Km"
16604,2016-09-03 20:47:00,Audi_A1_1.2_TFSI_Ambition,12600.0,test,kleinwagen,2012.0,Manual,86.0,a1,40000,11.0,petrol,audi,No,2016-09-03,70439.0,2016-01-04 21:16:00,"50,000 Km"
16605,2016-01-04 22:52:00,Renault_Scenic_2.0_16V,2350.0,test,bus,2001.0,Automatic,139.0,scenic,70000,3.0,petrol,renault,No,2016-01-04,21629.0,2016-05-04 21:45:00,"100,000 Km"
16606,2016-05-03 16:51:00,Volkswagen_Scirocco_2.0_TSI_Leder_19Zoll_Bagatellschaden,16300.0,control,coupe,2011.0,Manual,211.0,scirocco,50000,10.0,petrol,volkswagen,No,2016-05-03,94342.0,2016-03-26 03:18:00,"50,000 Km"
16607,2016-09-03 23:55:00,Ford_Fiesta_1.5_TDCi_Titanium,12999.0,test,kleinwagen,2016.0,Manual,75.0,fiesta,5000,1.0,diesel,ford,No,2016-09-03,57072.0,2016-01-04 22:46:00,"50,000 Km"
16608,2016-03-30 17:52:00,Volkswagen_Golf_2.0_TDI_DPF_DSG,8750.0,control,limousine,2007.0,Automatic,140.0,golf,100000,10.0,diesel,volkswagen,No,2016-03-30,70619.0,2016-01-04 12:18:00,"100,000 Km"
16609,2016-06-03 11:38:00,Mercedes_Benz_A_170_CDI_Classic_DPF_Sitzheizung,2600.0,test,limousine,2004.0,Automatic,95.0,a_klasse,150000,5.0,diesel,mercedes_benz,No,2016-06-03,10713.0,2016-07-03 17:20:00,"150,000 Km"
16610,2016-09-03 21:55:00,Skoda_Fabia_1.4_16V_Combi_Elegance,2950.0,test,kombi,2006.0,Manual,80.0,fabia,150000,10.0,lpg,skoda,No,2016-09-03,27580.0,2016-03-13 01:45:00,"150,000 Km"
16611,2016-07-03 17:39:00,BMW_E39_530_D_FACELIFT_TOP,5800.0,test,UnKnown,2016.0,Automatic,250.0,5er,5000,0.0,unknown,bmw,No,2016-07-03,66557.0,2016-03-20 09:46:00,"50,000 Km"
16613,2016-03-22 10:57:00,Ford_Focus_Turnier_1.6_EcoBoost_Start_Stopp_System_S,16900.0,control,kombi,2013.0,Manual,150.0,focus,40000,9.0,petrol,ford,No,2016-03-22,53894.0,2016-05-04 23:46:00,"50,000 Km"
16615,2016-08-03 16:55:00,VW_Polo_kombi,1750.0,test,UnKnown,2016.0,Manual,0.0,polo,150000,0.0,unknown,volkswagen,No,2016-08-03,24943.0,2016-07-04 03:16:00,"150,000 Km"
16616,2016-03-17 00:38:00,Mercedes_Benz_A_200,23990.0,test,coupe,2012.0,Manual,156.0,a_klasse,50000,12.0,petrol,mercedes_benz,No,2016-03-16,33098.0,2016-06-04 00:45:00,"50,000 Km"
16617,2016-10-03 00:57:00,BMW_320i,1100.0,control,cabrio,1995.0,Manual,150.0,3er,150000,4.0,petrol,bmw,Yes,2016-09-03,81371.0,2016-05-04 17:46:00,"150,000 Km"
16618,2016-01-04 22:51:00,Mercedes_Benz_C_240_Elegance,6900.0,test,limousine,2003.0,Automatic,170.0,c_klasse,30000,7.0,petrol,mercedes_benz,No,2016-01-04,66892.0,2016-03-04 20:46:00,"50,000 Km"
16619,2016-12-03 12:56:00,Opel_Astra_GTC_1.6__116PS__nur_38000km_topgepflegt,6888.0,test,coupe,2009.0,Manual,116.0,astra,40000,0.0,petrol,opel,UnKnown,2016-12-03,96523.0,2016-03-22 18:45:00,"50,000 Km"
16620,2016-04-04 11:52:00,Opel_signum_3.0_l_xenon_*Defekt_an_Bastler*_FESTPREIS,1000.0,control,kombi,2004.0,Automatic,177.0,signum,150000,6.0,diesel,opel,Yes,2016-04-04,13359.0,2016-04-04 11:52:00,"150,000 Km"
16621,2016-09-03 21:50:00,Ford_Focus_Turnier_1.8_TDCi_Ambiente,990.0,test,kombi,2005.0,Manual,116.0,focus,150000,6.0,diesel,ford,Yes,2016-09-03,56269.0,2016-11-03 18:29:00,"150,000 Km"
16623,2016-03-29 13:48:00,Volkswagen_Kaefer_1303_H_Zulassung,6700.0,control,cabrio,1975.0,Manual,50.0,kaefer,100000,3.0,petrol,volkswagen,No,2016-03-29,8543.0,2016-03-29 13:48:00,"100,000 Km"
16624,2016-03-13 19:37:00,Volkswagen_Multivan_T4_TDI_7DC_UY2,7799.0,control,bus,2000.0,Manual,102.0,transporter,150000,1.0,diesel,volkswagen,No,2016-03-13,53881.0,2016-03-13 19:37:00,"150,000 Km"
16625,2016-03-16 12:47:00,BMW_525d_Touring_Leder_TÜV,999.0,test,kombi,2000.0,Automatic,143.0,5er,150000,3.0,diesel,bmw,Yes,2016-03-16,18055.0,2016-03-17 10:44:00,"150,000 Km"
16627,2016-03-29 15:31:00,Opel_Astra_GTC_1.9_CDTI_DPF_Sport,3280.0,test,limousine,2008.0,Manual,150.0,astra,70000,4.0,diesel,opel,No,2016-03-29,57635.0,2016-03-29 17:27:00,"100,000 Km"
16628,2016-03-15 17:38:00,Opel_corsa_B,550.0,control,UnKnown,2016.0,Manual,45.0,corsa,150000,8.0,unknown,opel,No,2016-03-15,77955.0,2016-06-04 14:16:00,"150,000 Km"
16629,2016-03-20 15:40:00,Volkswagen_Golf_1.4_Special,2850.0,control,limousine,2002.0,Manual,75.0,golf,150000,3.0,lpg,volkswagen,No,2016-03-20,74541.0,2016-03-28 15:17:00,"150,000 Km"
16630,2016-03-25 15:38:00,Audi_A8_3.0_TDI_DPF_tiptronic,62550.0,test,limousine,2013.0,Automatic,258.0,a8,70000,12.0,diesel,audi,No,2016-03-25,42651.0,2016-06-04 19:16:00,"100,000 Km"
16631,2016-05-04 10:52:00,Volkswagen_Golf_1.4,1199.0,control,limousine,1999.0,Manual,75.0,golf,150000,11.0,petrol,volkswagen,No,2016-05-04,39167.0,2016-05-04 10:52:00,"150,000 Km"
16632,2016-10-03 21:58:00,Golf_V_1_6_FSI_119_PS_schwarz_Bj_2003,4950.0,control,kleinwagen,2003.0,Manual,120.0,golf,100000,11.0,petrol,volkswagen,Yes,2016-10-03,89231.0,2016-03-20 17:46:00,"100,000 Km"
16633,2016-04-04 16:41:00,Audi_S5_Sportback_S_tronic,22900.0,test,coupe,2010.0,Automatic,333.0,andere,150000,3.0,petrol,audi,No,2016-04-04,10315.0,2016-06-04 18:16:00,"150,000 Km"
16634,2016-07-03 17:58:00,Skoda_Superb_2_5_TDI_Automatik_Elegance,5200.0,test,limousine,2005.0,Automatic,163.0,superb,150000,3.0,diesel,skoda,No,2016-07-03,14974.0,2016-03-22 23:46:00,"150,000 Km"
16635,2016-03-17 00:49:00,Audi_A3_2.0_TDI_Sportback_Ambition_8_Fach_Bereift,7490.0,test,kombi,2005.0,Manual,140.0,a3,150000,6.0,diesel,audi,No,2016-03-16,82229.0,2016-06-04 01:49:00,"150,000 Km"
16636,2016-03-15 13:47:00,Golf_td_lkw_zulassung_und_standheizung,699.0,control,UnKnown,1990.0,Manual,0.0,UnKnown,150000,0.0,diesel,volkswagen,UnKnown,2016-03-15,97243.0,2016-06-04 02:44:00,"150,000 Km"
16638,2016-03-28 17:43:00,Nissan_Micra_1.0,900.0,test,kleinwagen,2002.0,Manual,60.0,micra,150000,4.0,petrol,nissan,No,2016-03-28,47198.0,2016-03-30 08:46:00,"150,000 Km"
16639,2016-09-03 18:39:00,307_CC_Leder_interieur,1800.0,test,limousine,2005.0,UnKnown,0.0,3_reihe,150000,8.0,diesel,peugeot,UnKnown,2016-09-03,51065.0,2016-09-03 18:39:00,"150,000 Km"
16641,2016-07-03 19:52:00,Ford_Focus_1.6_16V_Ambiente,4899.0,control,limousine,2006.0,Manual,101.0,focus,60000,11.0,petrol,ford,No,2016-07-03,69207.0,2016-07-04 12:45:00,"100,000 Km"
16642,2016-03-19 15:57:00,Opel_Zafira_1.8_Edition,5200.0,control,bus,2005.0,Manual,140.0,zafira,90000,12.0,petrol,opel,No,2016-03-19,82024.0,2016-03-23 02:49:00,"100,000 Km"
